year,country,Real GDP/capita,loggedRGDP,laggedLRGDP,oil production,oil revenue,"TR, % of GDP",total tax revenue,H1,world oil price,total investment ratio,GDP,Total Investment,H2 ,oil rents,oil profit,oil tax revenue,NR tax revenue,H3,PolityIV,population,ResourceCursed
2011,Oman,17914.02821,4.253193254,4.285123864,891.5819211,38630927806,48.747,33117399244,1.17,118.71,24.236,67937307412,2803156767,4.9,45.45574605,30881409933,7749517872,25367881372,0.305485419,-8,3237268,0
2012,Oman,18300.32901,4.262458898,4.253193254,924.6843087,39398989673,48.671,37325587115,1.06,116.73,27.2,76689583355,2819469976,4.29,41.90027227,32133144231,7265845442,30059741673,0.24,-8,3464644,0
2013,Oman,17830.34585,4.251159767,4.262458898,946.0383452,38655698414,49.435,39023289582,0.99,111.95,29.143,78938585176,2708663665,3.84,39.8954941,31492938591,7162759823,31860529759,0.224816093,-8,3711481,0
2014,Oman,17132.08881,4.233810317,4.251159767,951.7646411,34848196801,46.3,37518924912,0.93,100.31,28.799,81034395059,2813791974,3.48,0.739718658,599426539.6,34248770262,3270154651,10.47313474,-8,3960925,0
2015,Oman,17070.9584,4.232257904,4.233810317,990.2574247,19173743508,34.474,24073804690,0.8,53.05,33.822,69831770871,2064684846,1.57,0.334985242,233926126.9,18939817381,5133987309,3.69,-8,4199810,0
2016,Oman,,,4.232257904,1015.125568,16204421055,29.905,19825031704,0.82,43.73,38,66293368010,1744562316,1.15,0.53735195,356228705.8,15848192349,3976839355,3.98512259,-8,4424762,0
1999,Romania,4779.720947,3.679402542,0,140,1322877923,31.334,11337582467,0.12,25.89,15.869,36183003978,2280106117,1.63,0.863440157,312418586.2,1010459337,10327123129,0.097845191,8,22472040,0
2000,Romania,4900.538938,3.690243844,3.679402542,137.1591492,1988309172,30.894,11566258778,0.17,39.72,19.82,37438527800,1888926731,2,1.922579976,719785638.7,1268523533,10297735245,0.12,8,22442971,0
2001,Romania,5247.290947,3.719935145,3.690243844,139.5882003,1687785533,29.726,12103486966,0.14,33.13,22.622,40716836998,1799877862,1.46,1.307706127,532456572,1155328961,10948158005,0.105527246,8,22131970,0
2002,Romania,5621.290828,3.749836055,3.719935145,140.4283224,1711134441,29.418,13583631342,0.13,33.38,22.455,46174557556,2056315188,1.49,1.190211008,549574666.7,1161559774,12422071567,0.093507735,8,21730496,0
2003,Romania,5974.765244,3.776320846,3.749836055,133.6581971,1834635456,28.513,17070106158,0.11,37.61,22.721,59867801205,2634910488,1.66,1.073270648,642543538.1,1192091918,15878014240,0.08,8,21574326,0
2004,Romania,6511.165684,3.813658747,3.776320846,131.631732,2335861714,29.767,22687348130,0.1,48.62,24.286,76216441462,3138287139,2,1.116393163,850875141.7,1484986572,21202361558,0.070038735,9,21451748,0
2005,Romania,6824.82146,3.834091295,3.813658747,124.7222744,3050163202,31.216,31121592411,0.1,67,23.87,99697566668,4176689010,2.81,1.242358109,1238600804,1811562398,29310030013,0.06180691,9,21319685,0
2006,Romania,7418.416029,3.870311185,3.834091295,116.6412798,3301819741,32.1,39654104770,0.08,77.55,27.232,1.24E+11,4536318914,2.85,1.091794393,1348726768,1953092973,37701011798,0.05,9,21193760,0
2007,Romania,8045.575659,3.905557123,3.870311185,115.6508912,3537134065,32.079,55027253308,0.06,83.79,31.283,1.72E+11,5483383480,2.68,0.789517138,1354311530,2182822536,52844430772,0.041306577,9,20882982,0
2008,Romania,8872.77897,3.948059663,3.905557123,116.9843456,4629250945,31.57,65722939613,0.07,108.42,33.437,2.08E+11,6226085681,3.24,0.896342012,1866019384,2763231561,62959708052,0.043888888,9,20537875,0
2009,Romania,8314.736332,3.919848482,3.948059663,112.6989073,2838030969,30.63,51281649441,0.06,68.99,27.118,1.67E+11,6173867893,2.54,0.565809544,947295026.9,1890735942,49390913499,0.04,9,20367487,0
2010,Romania,8297.483621,3.918946404,3.919848482,107.3259479,3427647822,31.587,53065553685,0.06,87.5,26.836,1.68E+11,6260175902,3.26,0.779993428,1310373987,2117273835,50948279851,0.041557317,9,20246871,0
2011,Romania,8426.474698,3.925645921,3.918946404,105.5411397,4572941703,32.13,59557085338,0.08,118.71,27.858,1.85E+11,6653846474,4.26,1.055680666,1956839823,2616101880,56940983458,0.045944094,9,20147528,0
2012,Romania,8518.322919,3.9303541,3.925645921,101.5979863,4328891466,32.442,55691442093,0.08,116.73,26.844,1.72E+11,6394897881,4.35,1.02890762,1766270549,2562620918,53128821175,0.05,9,20058035,0
2013,Romania,8851.96472,3.947039674,3.9303541,103.6476247,4235104573,31.381,60109999507,0.07,111.95,25.563,1.92E+11,7493213821,4.38,0.892953999,1710444679,2524659894,57585339613,0.04384206,9,19983693,0
2014,Romania,9158.519314,3.961825266,3.947039674,103.1576712,3777045997,32.004,63845896854,0.06,100.31,24.691,1.99E+11,8079603539,4.06,8.83549122,17626229880,-13849183883,77695080737,-0.17825046,9,19908979,0
2015,Romania,9567.393221,3.980793624,3.961825266,99.81079452,1932574829,32.844,58433122236,0.03,53.05,24.962,1.78E+11,7127277529,2.13,5.579337484,9926260785,-7993685956,66426808192,-0.12,9,19815481,0
2016,Romania,10065.48679,4.002834783,3.980793624,93.06583607,1485607339,28.994,54390435451,0.03,43.73,25.023,1.88E+11,7496784472,1.75,7.207414352,13520535459,-12034928120,66425363571,-0.18117971,9,19705301,0
1999,Russia,5876.14516,3.769092516,4.002834783,6312,59642896089,30.614,59974591714,0.99,25.89,14.038,1.96E+11,13955390203,1.84,7.537611685,14766616036,44876280053,15098311661,2.972271408,3,147214392,0
2000,Russia,6491.001359,3.8123117,3.769092516,6723.63889,97468327491,33.663,87425671098,1.11,39.72,18.39,2.60E+11,14122267334,2.16,14.25478558,37020889264,60447438228,26978232871,2.24,6,146596557,0
2001,Russia,6850.517129,3.835723357,3.8123117,7159.734757,86569614875,34.359,1.05E+11,0.82,33.13,20.569,3.07E+11,14906056395,1.61,9.545176809,29265767332,57303847544,48041765209,1.192792298,6,145976083,0
2002,Russia,7208.570722,3.857849164,3.835723357,7658.891183,93324425306,34.394,1.19E+11,0.79,33.38,19.38,3.45E+11,17807556176,1.72,9.700800194,33478474108,59845951198,58851333086,1.01690052,6,145306046,0
2003,Russia,7769.670225,3.890402586,3.857849164,8534.778552,1.17E+11,33.854,1.46E+11,0.8,37.61,18.982,4.30E+11,22671360801,1.98,10.30269375,44337412872,72813706010,72876228294,1,6,144648257,0
2004,Russia,8360.81192,3.922248454,3.890402586,9273.770374,1.65E+11,34.108,2.02E+11,0.82,48.62,19.301,5.91E+11,30621039881,2.52,11.17162686,66026179383,98540865592,1.03E+11,0.956307202,6,144067054,0
2005,Russia,8927.905658,3.950749592,3.922248454,9511.241581,2.33E+11,36.951,2.82E+11,0.82,67,18.543,7.64E+11,41202454187,3.61,13.55241448,1.04E+11,1.29E+11,1.53E+11,0.842151544,6,143518523,0
2006,Russia,9687.493513,3.986211425,3.950749592,9732.350222,2.75E+11,36.74,3.64E+11,0.76,77.55,20.139,9.90E+11,49154900555,3.85,12.72661671,1.26E+11,1.50E+11,2.14E+11,0.7,6,143049528,0
2007,Russia,10532.32627,4.022524304,3.986211425,9938.182075,3.04E+11,37.422,4.86E+11,0.62,83.79,24.089,1.30E+12,53954304773,3.48,10.44494894,1.36E+11,1.68E+11,3.18E+11,0.528646362,4,142805088,0
2008,Russia,11089.92995,4.044928803,4.022524304,9875.032862,3.91E+11,36.458,6.06E+11,0.65,108.42,22.844,1.66E+12,72703747527,4.75,11.21983451,1.86E+11,2.04E+11,4.01E+11,0.509683993,4,142742350,0
2009,Russia,10219.52131,4.009430553,4.044928803,10049.55236,2.53E+11,32.616,3.99E+11,0.63,68.99,15.564,1.22E+12,78555878758,4.43,8.12209578,99304292117,1.54E+11,2.45E+11,0.63,4,142785342,0
2010,Russia,10674.98771,4.028367384,4.009430553,10279.49158,3.28E+11,32.221,4.91E+11,0.67,87.5,20.3,1.52E+12,75119020299,4.31,9.529574837,1.45E+11,1.83E+11,3.08E+11,0.593370934,4,142849449,0
2011,Russia,11230.38915,4.050394806,4.028367384,10401.6921,4.51E+11,34.596,7.10E+11,0.63,118.71,24.405,2.05E+12,84067270316,4.86,11.08583857,2.27E+11,2.23E+11,4.87E+11,0.458837727,4,142960868,0
2012,Russia,11621.38568,4.065257914,4.050394806,10588.96369,4.51E+11,34.381,7.60E+11,0.59,116.73,24.777,2.21E+12,89205996567,4.71,10.26514529,2.27E+11,2.24E+11,5.36E+11,0.42,4,143201676,0
2013,Russia,11803.70896,4.072018493,4.065257914,10757.90555,4.40E+11,33.422,7.68E+11,0.57,111.95,23.672,2.30E+12,97039879987,4.73,9.156884192,2.10E+11,2.29E+11,5.39E+11,0.425667493,4,143506911,0
2014,Russia,11680.59354,4.067464912,4.072018493,10847.10007,3.97E+11,33.796,6.97E+11,0.57,100.31,22.241,2.06E+12,92786415412,4.51,38.94087942,8.04E+11,-4.06E+11,1.10E+12,-0.368199101,4,143819666,0
2015,Russia,11325.78769,4.054068416,4.067464912,11029.72199,2.14E+11,31.831,4.35E+11,0.49,53.05,22.138,1.37E+12,61697720067,2.4,22.50081899,3.07E+11,-93768913421,5.29E+11,-0.18,4,144096870,0
2016,Russia,11279.62534,4.052294675,4.054068416,11240.1932,1.79E+11,32.753,4.20E+11,0.43,43.73,25.316,1.28E+12,50685850292,1.73,30.7208492,3.94E+11,-2.15E+11,6.35E+11,-0.338198587,4,144342396,0
1999,Saudi Arabia,17690.91757,4.247750359,4.052294675,8907,84163383311,24.323,39334416181,2.14,25.89,21.514,1.62E+11,7516824393,1.2,23.99311433,38800935102,45362448210,-6028032029,-7.52525003,-10,20294406,0
2000,Saudi Arabia,18263.23008,4.26157759,4.247750359,9475.748954,1.37E+11,36.317,68826135753,2,39.72,19.317,1.90E+11,9810784605,2.06,39.34007746,74555318776,62808602366,6017533387,10.44,-10,20764312,0
2001,Saudi Arabia,17585.39045,4.245152016,4.26157759,9156.639951,1.11E+11,33.033,60826130377,1.82,33.13,19.623,1.84E+11,9383757312,1.69,31.18821526,57429190426,53285357112,7540773265,7.066298805,-10,21303592,0
2002,Saudi Arabia,16619.43466,4.220616246,4.245152016,8809.506658,1.07E+11,29.957,56800245526,1.89,33.38,19.693,1.90E+11,9628087150,1.7,29.59403455,56112041544,51232758956,5567486571,9.202134268,-10,21906308,0
2003,Saudi Arabia,17954.94979,4.254184195,4.220616246,10076.81061,1.38E+11,34.315,74054396900,1.87,37.61,19.492,2.16E+11,11071601439,1.93,35.69175028,77025529388,61292018106,12762378794,4.8,-10,22556425,0
2004,Saudi Arabia,18822.73004,4.274682614,4.254184195,10796.24133,1.92E+11,40.812,1.06E+11,1.81,48.62,19.865,2.59E+11,13025025589,2.45,41.29180894,1.07E+11,84744639722,20853199734,4.063867455,-10,23228890,0
2005,Saudi Arabia,19309.31207,4.285766801,4.274682614,11496.30789,2.81E+11,46.138,1.52E+11,1.86,67,20.175,3.28E+11,16280525837,3.32,51.07826197,1.68E+11,1.13E+11,38166571931,2.9706132,-10,23905654,0
2006,Saudi Arabia,19304.55023,4.285659688,4.285766801,11098.43882,3.14E+11,48.092,1.81E+11,1.73,77.55,22.215,3.77E+11,16966019964,3.49,51.02620676,1.92E+11,1.22E+11,59407909505,2.05,-10,24578301,0
2007,Saudi Arabia,19136.15923,4.281854776,4.285659688,10748.62275,3.29E+11,41.237,1.72E+11,1.92,83.79,26.473,4.16E+11,15712783201,3.17,47.80801815,1.99E+11,1.30E+11,41653548544,3.118047342,-10,25252569,0
2008,Saudi Arabia,19792.72038,4.296505489,4.281854776,11428.60019,4.52E+11,56.482,2.94E+11,1.54,108.42,27.296,5.20E+11,19042966002,3.97,54.94247943,2.86E+11,1.67E+11,1.27E+11,1.312955382,-10,25940770,0
2009,Saudi Arabia,18861.11,4.275567248,4.296505489,10314.71191,2.60E+11,31.682,1.36E+11,1.91,68.99,31.715,4.29E+11,13529808188,2.18,34.52849528,1.48E+11,1.12E+11,24358438016,4.58,-10,26661492,0
2010,Saudi Arabia,19259.58726,4.284646976,4.275567248,10908.35468,3.48E+11,37.54,1.98E+11,1.76,87.5,30.743,5.28E+11,17181381127,2.85,41.60457383,2.20E+11,1.29E+11,69669345911,1.846143886,-10,27425676,0
2011,Saudi Arabia,20575.49795,4.313350354,4.284646976,11469.90116,4.97E+11,44.407,2.98E+11,1.67,118.71,26.971,6.71E+11,24887428724,4.4,48.99864815,3.29E+11,1.68E+11,1.30E+11,1.29288062,-10,28238020,0
2012,Saudi Arabia,21056.34715,4.323383032,4.313350354,11840.6834,5.05E+11,45.197,3.33E+11,1.52,116.73,26.542,7.36E+11,27728688244,4.4,46.28652412,3.41E+11,1.64E+11,1.69E+11,0.97,-10,29086357,0
2013,Saudi Arabia,21005.01212,4.322322937,4.323383032,11701.51168,4.78E+11,41.3,3.08E+11,1.55,111.95,26.47,7.47E+11,28207296087,4.23,42.93444499,3.21E+11,1.58E+11,1.51E+11,1.044818745,-10,29944476,0
2014,Saudi Arabia,21183.46489,4.325996997,4.322322937,11623.70347,4.26E+11,36.822,2.79E+11,1.53,100.31,28.751,7.56E+11,26306923145,3.49,3.008634572,22755818034,4.03E+11,-1.24E+11,-3.239949733,-10,30776722,0
2015,Saudi Arabia,21507.95569,4.332599133,4.325996997,12072.05963,2.34E+11,24.958,1.63E+11,1.44,53.05,34.743,6.52E+11,18759385584,1.53,0.670594334,4370647747,2.29E+11,-66707598936,-3.44,-10,31557144,0
2016,Saudi Arabia,21395.35978,4.330319594,4.332599133,12387.43204,1.98E+11,21.426,1.39E+11,1.43,43.73,29.463,6.46E+11,21940684267,1.48,1.839614453,11891973877,1.86E+11,-47342369951,-3.925622177,-10,32275687,0
1999,Sudan,969.9569509,2.98675246,4.330319594,69,651989833.7,7.624,814399130.5,0.8,25.89,16.656,10682045258,641333168.7,1.55,2.518557047,269033403.6,382956430.1,431442700.4,0.887618285,-7,26607042,1
2000,Sudan,1003.00205,3.00130182,2.98675246,186.9845299,2710596106,10.355,1269255668,2.14,39.72,18.055,12257418326,678893288.6,2.2,10.66865889,1307702150,1402893956,-133638288.5,-10.5,-7,27250535,1
2001,Sudan,1038.581433,3.016440554,3.00130182,210.8349148,2549242115,10.849,1430221477,1.78,33.13,17.393,13182979784,757947437.7,1.9,8.392927463,1106437931,1442804185,-12582707.81,-114.6656353,-7,27945005,1
2002,Sudan,1074.639297,3.031262718,3.016440554,240.4934043,2930438390,12.075,1787485083,1.64,33.38,19.328,14803189093,765893475.4,1.73,8.430155438,1247931850,1682506540,104978543.4,16.02714693,-6,28679565,1
2003,Sudan,1125.764399,3.051447511,3.031262718,271.8790398,3731899254,16.111,2843028183,1.31,37.61,20.034,17646503525,880827769.1,1.88,8.561849753,1510867119,2221032136,621996047.3,3.57,-6,29435944,1
2004,Sudan,1137.563077,3.055975487,3.051447511,344.8425545,6119379485,20.729,4447918998,1.38,48.62,22.658,21457470203,947015191.2,2.15,12.34628174,2649199725,3470179761,977739237.8,3.549187377,-6,30186341,1
2005,Sudan,1189.960988,3.075532724,3.055975487,352.4072664,8618345691,23.727,6293477265,1.37,67,22.149,26524538566,1197550163,3.03,15.42329122,4090956827,4527388864,1766088401,2.563512031,-4,30911914,1
2006,Sudan,1275.262027,3.105599428,3.075532724,381.3479419,10794996117,22.435,8036757372,1.34,77.55,23.247,35822408612,1540947589,3.34,15.29667012,5479635673,5315360444,2721396928,1.95,-4,31607064,1
2007,Sudan,1385.410027,3.141578327,3.105599428,466.7621227,14275724013,21.875,10040394998,1.42,83.79,22.258,45898948564,2062132652,3.76,18.76514484,8613004176,5662719837,4377675161,1.293545005,-4,32282526,1
2008,Sudan,1455.318374,3.162958013,3.141578327,479.8306504,18987638733,24.022,13098375103,1.45,108.42,20.111,54526580232,2711281400,5.39,21.54888492,11749870023,7237768710,5860606393,1.234986318,-4,32955496,1
2009,Sudan,1464.2546,3.165616597,3.162958013,485.9872867,12238334897,16.414,8724075333,1.4,68.99,20.094,53150209168,2645078589,3.43,10.30678153,5478075941,6760258956,1963816377,3.44,-4,33650619,1
2010,Sudan,1476.478087,3.169227006,3.165616597,488.9867397,15616673937,19.731,12950266094,1.21,87.5,19.234,65634109237,3412400397,4.55,12.75748779,8373263475,7243410462,5706855632,1.269247188,-2,34385963,1
2011,Sudan,1592.9644,3.20220607,3.169227006,455.360274,19730088121,18.552,12490558715,1.58,118.71,18.409,67327289320,3657302913,6.45,19.08566832,12849863129,6880224992,5610333723,1.226348615,-2,35167314,1
2012,Sudan,1797.106075,3.254573712,3.20220607,94.41444885,4022814987,9.947,6776456531,0.59,116.73,18.216,68125631150,3739878741,6.41,5.113614748,3483682322,539132665.2,6237323865,0.09,-4,35990192,1
2013,Sudan,1832.313777,3.262999847,3.254573712,136.1833864,5564535455,11.011,7935180663,0.7,111.95,19.649,72065940086,3667664517,5.7,4.11407393,2964846054,2599689401,5335491261,0.487244618,-4,36849918,1
2014,Sudan,1837.138362,3.264141866,3.262999847,116.0807683,4250216160,12.021,9875442444,0.43,100.31,16.989,82151588419,4835575279,5.9,0,0,4250216160,5625226283,0.755563589,-4,37737913,1
2015,Sudan,1881.895263,3.274595449,3.264141866,110.7473342,2144332299,11.026,10712433697,0.2,53.05,17.104,97156119150,5680315666,3.1,0,0,2144332299,8568101398,0.25,-4,38647803,1
2016,Sudan,1923.995322,3.284204012,3.274595449,107.2495847,1712022121,10.001,9559393847,0.18,43.73,17.14,95584380032,5576684949,2.55,0,0,1712022121,7847371726,0.218165034,-4,39578828,1
1999,Uganda,412.7984776,2.615738087,3.284204012,0,0,17.483,1048728814,0,25.89,19.462,5998563258,308219261,1.33,0,0,0,1048728814,0,-4,23272995,1
2000,Uganda,412.1963804,2.615104174,2.615738087,0,0,18.95,1173620276,0,39.72,25.846,6193246837,239621095.6,1.54,0,0,0,1173620276,0,-4,24039274,1
2001,Uganda,419.3357838,2.622561924,2.615104174,0,0,19.738,1152798654,0,33.13,25.458,5840503869,229417231.1,1.3,0,0,0,1152798654,0,-4,24854892,1
2002,Uganda,440.6521745,2.644095918,2.622561924,0,0,19.064,1177881363,0,33.38,26.509,6178563591,233074185.8,1.26,0,0,0,1177881363,0,-4,25718048,1
2003,Uganda,453.1977926,2.656287786,2.644095918,0,0,20.098,1273549220,0,37.61,27.844,6336696289,227578519.2,1.35,0,0,0,1273549220,0,-4,26624820,1
2004,Uganda,467.4799653,2.669763003,2.656287786,0,0,20.676,1641749412,0,48.62,29.428,7940362799,269823392.7,1.65,0,0,0,1641749412,0,-4,27568436,1
2005,Uganda,480.0953534,2.681327503,2.669763003,0,0,18.556,1672607106,0,67,29.338,9013834373,307240928.9,2.28,0,0,0,1672607106,0,-1,28543940,1
2006,Uganda,513.75276,2.710754168,2.681327503,0,0,16.942,1684474916,0,77.55,27.941,9942597780,355842589,2.78,0,0,0,1684474916,0,-1,29550662,1
2007,Uganda,538.0393685,2.730814054,2.710754168,0,0,16.111,1980495200,0,83.79,31.598,12292813603,389037711.3,2.65,0,0,0,1980495200,0,-1,30590487,1
2008,Uganda,565.0678578,2.752100604,2.730814054,0,0,14.209,2023223294,0,108.42,28.15,14239026630,505826878.5,3.85,0,0,0,2023223294,0,-1,31663896,1
2009,Uganda,583.0970215,2.765740823,2.752100604,0,0,13.165,2391935969,0,68.99,27.082,18168902154,670884800,2.55,0,0,0,2391935969,0,-1,32771895,1
2010,Uganda,595.2061732,2.774667427,2.765740823,0,0,13.164,2657350403,0,87.5,26.734,20186496527,755087025,3.27,0,0,0,2657350403,0,-1,33915133,1
2011,Uganda,629.2404465,2.798816631,2.774667427,0,0,14.504,2926436000,0,118.71,28.683,20176751242,703439362.8,4.14,0,0,0,2926436000,0,-1,35093648,1
2012,Uganda,631.5551181,2.800411259,2.798816631,0,0,13.55,3134406224,0,116.73,28.417,23132149257,814025029.3,4.11,0,0,0,3134406224,0,-1,36306796,1
2013,Uganda,632.4861378,2.801051012,2.800411259,0,0,12.668,3116271434,0,111.95,27.43,24599553472,896812011.4,4.08,0,0,0,3116271434,0,-1,37553726,1
2014,Uganda,642.8773137,2.8081281,2.801051012,0,0,13.46,3673934987,0,100.31,25.741,27295207928,1060378693,3.9,21.36982796,5832938976,-5832938976,9506873964,-0.613549627,-1,38833338,1
2015,Uganda,654.1365052,2.815668386,2.8081281,0,0,14.829,4012645511,0,53.05,24.814,27059447775,1090491165,2.14,11.20583639,3032237447,-3032237447,7044882957,-0.43,-1,40144870,1
2016,Uganda,662.4343275,2.82114283,2.815668386,0,0,14.949,3599559535,0,43.73,24.403,24078931933,986720154.6,1.79,16.28783218,3921936024,-3921936024,7521495559,-0.521430345,-1,41487965,1
1999,United Arab Emirates,59845.03704,4.77702814,2.82114283,2337,22082612193,26.066,22011557021,1,25.89,23.427,84445473111,3604621723,1.11,10.78696086,9109100135,12973512058,9038044963,1.435433449,,2988162,0
2000,United Arab Emirates,62833.25107,4.798189531,4.77702814,2572.32543,37289369868,32.165,33560115820,1.11,39.72,22.608,1.04E+11,4615064241,1.76,18.04933352,18832200325,18457169542,15102946278,1.22,,3154925,0
2001,United Arab Emirates,60434.67398,4.781286184,4.798189531,2500.040828,30228434292,26.434,27309399069,1.11,33.13,22.502,1.03E+11,4591220361,1.47,13.33381089,13775378779,16453055513,10856343555,1.515524581,,3326032,0
2002,United Arab Emirates,58707.00717,4.768689941,4.781286184,2386.833131,29083822309,20.095,22067565691,1.32,33.38,22.546,1.10E+11,4870762064,1.48,12.18839961,13384837476,15698984833,6368580858,2.465067993,,3507232,0
2003,United Arab Emirates,59867.28994,4.777189599,4.768689941,2660.829579,36523403675,22.402,27856071134,1.31,37.61,22.13,1.24E+11,5618904567,1.7,15.11650935,18796828839,17726574837,10129496297,1.75,,3741932,0
2004,United Arab Emirates,60042.59735,4.778459471,4.777189599,2766.745085,49097081821,24.107,35636020953,1.38,48.62,19.978,1.48E+11,7399357810,2.43,17.97833873,26576366023,22520715798,13115305155,1.717132429,,4087931,0
2005,United Arab Emirates,56199.02927,4.749728814,4.778459471,2844.626284,69567159971,31.731,57311586102,1.21,67,20.167,1.81E+11,8956067753,3.32,21.10207464,38113938024,31453221947,25858364155,1.216365496,,4579562,0
2006,United Arab Emirates,53926.5971,4.731803016,4.749728814,2948.468554,83463690492,35.777,79466635183,1.05,77.55,19.271,2.22E+11,11525947894,4.02,23.27444467,51696391637,31767298856,47699336327,0.67,,5242032,0
2007,United Arab Emirates,48260.01091,4.683587416,4.731803016,2947.49714,90147965427,34.778,89698072882,1.01,83.79,25.199,2.58E+11,10235173357,3.33,21.16274214,54582126265,35565839162,54132233720,0.657017764,,6044067,0
2008,United Arab Emirates,43658.94478,4.640073235,4.683587416,3046.873066,1.21E+11,39.587,1.25E+11,0.97,108.42,25.098,3.15E+11,12569711361,4.32,24.18189381,76287736590,44281728897,80605207236,0.549365611,,6894278,0
2009,United Arab Emirates,37203.39799,4.570582608,4.640073235,2794.551575,70373565312,28.87,73199122470,0.96,68.99,31.633,2.54E+11,8015280206,2.18,15.75853483,39955348827,30418216486,42780905985,0.71,,7666393,0
2010,United Arab Emirates,35049.14832,4.544677469,4.570582608,2814.83206,89896741361,32.771,94996715780,0.95,87.5,27.072,2.90E+11,10707758208,3.23,20.17780695,58491513577,31405227784,63591487996,0.493858986,,8270684,0
2011,United Arab Emirates,35550.83127,4.55084976,4.544677469,3216.473082,1.39E+11,36.462,1.28E+11,1.09,118.71,23.411,3.51E+11,14989038915,5.07,24.83325469,87141974222,52223053801,75725163373,0.689639368,,8672475,0
2012,United Arab Emirates,36408.49755,4.561202757,4.55084976,3401.311557,1.45E+11,38.124,1.43E+11,1.01,116.73,22.066,3.75E+11,16986221975,5.29,24.83726815,93094545320,51828687018,91066917430,0.57,,8900453,0
2013,United Arab Emirates,38064.00442,4.580514475,4.561202757,3443.705,1.41E+11,38.69,1.51E+11,0.93,111.95,19.414,3.90E+11,20110605192,5.77,24.04403394,93874469924,46837397180,1.04E+11,0.449413568,,9006263,0
2014,United Arab Emirates,39034.37627,4.591447244,4.580514475,3547.896781,1.30E+11,35.033,1.41E+11,0.92,100.31,20.863,4.03E+11,19325968599,4.81,0.457802162,1845847711,1.28E+11,13194332229,9.705524295,,9070867,0
2015,United Arab Emirates,40159.55788,4.603788923,4.591447244,3673.157055,71121073652,29.012,1.04E+11,0.68,53.05,24.885,3.58E+11,14384135011,2.13,0.224718512,804378116.6,70316695535,33531526298,2.1,,9154302,0
2016,United Arab Emirates,40864.24985,4.611343531,4.603788923,3765.043798,60101288860,28.503,99402293024,0.6,43.73,25.121,3.49E+11,13882539139,1.74,0.341260337,1190122445,58911166415,40491126609,1.454915468,,9269612,0
1999,United Kingdom,34442.10709,4.537089713,4.611343531,2982,28177299768,34.784,5.79E+11,0.05,25.89,18.411,1.67E+12,90468941692,1.41,0.385944832,6428388530,21748911238,5.58E+11,0.039002991,10,58682466,0
2000,United Kingdom,35576.76685,4.551166478,4.537089713,2567.023456,37212510514,35.436,5.84E+11,0.06,39.72,18.825,1.65E+12,87540572566,2.11,0.840849115,13856783740,23355726774,5.61E+11,0.04,10,58892514,0
2001,United Kingdom,36341.70975,4.560405355,4.551166478,2594.693699,31372898839,35.11,5.69E+11,0.06,33.13,18.338,1.62E+12,88423492437,1.81,0.582936162,9452368192,21920530646,5.47E+11,0.040045425,10,59119673,0
2002,United Kingdom,37077.64835,4.569112181,4.560405355,2562.00667,31218331008,33.953,6.00E+11,0.05,33.38,18.185,1.77E+12,97245437084,1.84,0.566675558,10021137451,21197193557,5.79E+11,0.03659544,10,59370479,0
2003,United Kingdom,38132.84109,4.581299164,4.569112181,2391.728253,32829632215,33.885,6.91E+11,0.05,37.61,17.744,2.04E+12,1.15E+11,2.12,0.538471636,10976179460,21853452755,6.69E+11,0.03,10,59647577,0
2004,United Kingdom,38813.02169,4.588977455,4.581299164,2074.366967,36810534247,34.814,8.35E+11,0.04,48.62,17.519,2.40E+12,1.37E+11,2.78,0.559915899,13429893439,23380640808,8.12E+11,0.028806222,10,59987905,0
2005,United Kingdom,39740.90292,4.59923773,4.588977455,1862.360977,45545231984,35.218,8.88E+11,0.05,67,17.649,2.52E+12,1.43E+11,3.8,0.717146702,18077129949,27468102034,8.60E+11,0.03192953,10,60401206,0
2006,United Kingdom,40418.7473,4.606582849,4.59923773,1691.752619,47889239582,35.404,9.53E+11,0.05,77.55,17.962,2.69E+12,1.50E+11,4.32,0.721301947,19421867799,28467371783,9.25E+11,0.03,10,60846820,0
2007,United Kingdom,41050.40593,4.613317456,4.606582849,1690.684023,51708862677,35.565,1.09E+12,0.05,83.79,18.542,3.07E+12,1.66E+11,4.52,0.672878182,20686695943,31022166734,1.06E+12,0.0292008,10,61322463,0
2008,United Kingdom,40536.13486,4.607842336,4.613317456,1590.308617,62930964224,35.668,1.03E+12,0.06,108.42,17.368,2.89E+12,1.66E+11,6.24,0.919788947,26587091284,36343872939,9.95E+11,0.036538895,10,61806995,0
2009,United Kingdom,38545.91582,4.585978369,4.607842336,1509.238791,38006281788,34.405,8.20E+11,0.05,68.99,14.62,2.38E+12,1.63E+11,4.72,0.564016573,13439533461,24566748327,7.95E+11,0.03,10,62276270,0
2010,United Kingdom,38893.01849,4.58987165,4.585978369,1405.35735,44882623019,35.394,8.64E+11,0.05,87.5,15.972,2.44E+12,1.53E+11,5.48,0.737655084,18007439652,26875183367,8.37E+11,0.032103044,10,62766365,0
2011,United Kingdom,39150.75602,4.592740153,4.58987165,1166.148429,50527489068,36.106,9.46E+11,0.05,118.71,15.84,2.62E+12,1.65E+11,7.49,0.87749912,22987847987,27539641081,9.18E+11,0.029988849,10,63258918,0
